CaseNumber;Year;Month;FY;AcquiringFirm;TargetFirm;Size;Phase;Sector;SIC;Approval_Status;Joint_Venture;Joint_Control;Overlap_Type;Product_Market;Geographic_Market;TOH_Assess;Barriers_Assess;Barriers_Significant;Barriers_Identified;Barriers_Regulatory;Barriers_Structural;Barriers_Strategic;Entry_Assess;Num_Entered;Expansion_Assess;Num_Expand;Countervail_Assess;Countervail_Finding;Import_Comp;Import_Share;Import_Constraint;Efficiency_prov;Efficiency_substantive;Counterfactual_Assess;PublicInterest_Assess;PublicInterest_Identified;Conditions;Conditions_Comp_Type;Conditions_PI_Type
2017MAR0098;2017;Mar;2016/17;Joint Venture for the container liner shipping of Nippon Yusen Kabushiki Kaisha, Mitsui O,S,K, Lines, Ltd and Kawasaki Kisen Kaisha, Ltd;The container liner shipping businesses of Nippon Yusen Kabushiki Kaisha, Mitsui O,S,K, Lines, Ltd and Kawasaki Kisen Kaisha, ltd;I;3;Sea and coastal water transport;501;Prohibited;Yes;No;Horizontal;Container liner shipping;National;Coordinated effects;Yes;;Regulatory/ Structural;Licensing/ Registration restrictions;Capital investment costs;;No;;No;;No;;No;;;No;;No;Yes;effect on employment;;;
2017MAR0099;2017;Mar;2016/17;Electricite de France;New NP;I;1;;;Approved;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017MAR0100;2017;Mar;2016/17;Greif International Holding B,V;Rheem South Africa (Pty) Ltd;I;3;Manufacture of others;32909;Prohibited;No;No;Horizontal;Manufacture and sale of steel drums;Provincial (Gauteng);Unilateral effects/removal of effective competitor;Yes;;Structural;;Economies of scale / Capital investment costs;;Yes;2;No;;Yes;No;No;;;Yes;No;Yes;Yes;effects on employment & small business/firm ;;;
2017MAR0100;2017;Mar;2016/17;Greif International Holding B,V;Rheem South Africa (Pty) Ltd;I;3;Manufacture of others;32909;Prohibited;No;No;Horizontal;Manufacture and sale of steel drums;Provincial (Kwa Zulu-Natal);Unilateral effects/removal of effective competitor;Yes;;Structural;;Economies of scale / Capital investment costs;;Yes;2;No;;Yes;No;No;;;Yes;No;Yes;Yes;effects on employment & small business/firm ;;;
2017MAR0101;2017;Mar;2016/17;Netcare Hospital Group (Pty) Ltd and Netcare Property Holdings (Pty) Ltd;the Akeso Group, consisting of the target firms and certain immovable property assets;L;3;Hospital activities;86900;Prohibited;No;No;Horizontal;Provision of mental health services ;Local (within 40 km of Johannesburg);Unilateral effects;Yes;;Regulatory, Structural & Strategic advantages;Licensing/ Registration restrictions;Capital investment costs;Others;Yes;29;;;;;;;;No;;Yes;Yes;effect on employment;;;
2017MAR0101;2017;Mar;2016/17;Netcare Hospital Group (Pty) Ltd and Netcare Property Holdings (Pty) Ltd;the Akeso Group, consisting of the target firms and certain immovable property assets;L;3;Hospital activities;86900;Prohibited;No;No;Horizontal;Provision of mental health services ;National;Unilateral effects;Yes;;Regulatory, Structural & Strategic advantages;Licensing/ Registration restrictions;Capital investment costs;Others;Yes;29;;;;;;;;No;;Yes;Yes;effect on employment;;;
2017MAR0102;2017;Mar;2016/17;TRIREME CLOSE CORPORATION;GROWTHPOINT PROPERTIES LIMITED in respect of Grayston Shopping Centre;I;1;;;Approved;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017MAR0122;2017;Mar;2016/17;Steinhoff Doors and Building Materials Proprietary Limited;Building Supply Group Proprietary Limited;L;3;Other wholesale trade;61109;Approved with conditions;No;No;Horizontal and vertical;Retail of tiles and sanitaryware ;Regional (Cape Town);Unilateral effects/removal of effective competitor;Yes;;Structural;;Economies of Scale / Reliance on scarce resources;;No;;No;;Yes;Yes;Yes;;;No;;No;Yes;effect on employment;public interest;;effect on employment
2017MAR0122;2017;Mar;2016/17;Steinhoff Doors and Building Materials Proprietary Limited;Building Supply Group Proprietary Limited;L;3;Other wholesale trade;61109;Approved with conditions;No;No;Horizontal and vertical;Wholesale of building material, hardware and related products;National;Unilateral effects/removal of effective competitor;Yes;;Structural;;Economies of Scale / Reliance on scarce resources;;No;;No;;Yes;Yes;Yes;;;No;;No;Yes;effect on employment;public interest;;effect on employment
2017MAR0122;2017;Mar;2016/17;Steinhoff Doors and Building Materials Proprietary Limited;Building Supply Group Proprietary Limited;L;3;Other wholesale trade;61109;Approved with conditions;No;No;Horizontal and vertical;Wholesale of tiles and sanitaryware;National;Unilateral effects/removal of effective competitor;Yes;;Structural;;Economies of Scale / Reliance on scarce resources;;No;;No;;Yes;Yes;Yes;;;No;;No;Yes;effect on employment;public interest;;effect on employment
2017MAR0123;2017;Mar;2016/17;Timrite Proprietary Limited;The Mining Bag Division of Tufbag Proprietary Limited;I;3;Mining;9;Prohibited;No;No;Horizontal;Market for the manufacture and distribution of cementitious PBMS bags ;National;Removal of an effective competitor;No;;;;;;No;;No;;No;;No;;;No;;No;Yes;effect on employment;;;
2017MAR0124;2017;Mar;2016/17;PROPERTUITY DEVELOPMENT PROPRIETARY LIMITED;REDEFINE PROPERTIES LIMITED in respect of Jewel City;L;1;Property;68100;Approved;No;No;Horizontal;Provision of rentable Grade B office space;Johannesburg CBD node;Removal of an effective competitor;No;;;;;;No;;No;;No;;No;;;No;;No;Yes;effect on employment;;;
2017MAR0126;2017;Mar;2016/17;BLEND PROPERTY 10 PROPRIETARY LIMITED;IMPERIAL GROUP LIMITED, IMPERIAL RETAIL LOGISTICS PROPRIETARY LIMITED AND MOTUS CORPORATION PROPRIETARY LIMITED in respect of the Imperial Portfolio;I;1;;;Approved;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017MAR0131;2017;Mar;2016/17;Nesher Properties Pty Ltd;A Portfolio of Properties owned by JT Ross Properties Pty ;I;1;;;Approved;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017MAR0133;2017;Mar;2016/17;CSG HOLDINGS LTD;REVERT RISK MANAGEMENT SOLUTIONS (PTY) LTD;I;1;;;Approved;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017MAR0135;2017;Mar;2016/17;Acino Pharma AG;Heealthcare Group Proprietary Limited;I;1;;;Approved;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017MAR0136;2017;Mar;2016/17;Pennyville Housing Proprietary Limited;The Residential Property Letting Enterprise known as Pennyville;I;1;;;Approved;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017MAR0137;2017;Mar;2016/17;Henkel AG and Co;GCP Africa Proprietary Limited;I;2;Property;20299;Approved;No;No;None;Manufacture and supply of can manufacturing chemicals;National;Tying/ Bundling;No;;;;;;No;;No;;No;;No;;;No;;No;Yes;None;;;
2017MAR0138;2017;Mar;2016/17;Atlantis Foods Holdings Proprietary Limited;Breco Holdings Proprietary Limited;I;2;Wholesale;301;Approved with conditions;No;No;Horizontal and vertical;Market for the supply of fish and seafood products;National;Input foreclosure/customer foreclosure;No;;;;;;No;;No;;No;;No;;;No;;No;Yes;effect on employment;public interest;;effect on employment
2017MAR0139;2017;Mar;2016/17;EOH Industrial Technologies;Powertech System Integrated (Proprietary) Limited;L;2;IT Services;62010;Approved;No;No;Horizontal;Energy Management ;National;None;No;;;;;;No;;No;;Yes;Yes;No;;;No;;No;Yes;effect on employment;;;
2017MAR0139;2017;Mar;2016/17;EOH Industrial Technologies;Powertech System Integrated (Proprietary) Limited;L;2;IT Services;62010;Approved;No;No;Horizontal;Geographic information systems software solutions ;National;None;No;;;;;;No;;No;;Yes;Yes;No;;;No;;No;Yes;effect on employment;;;
2017MAR0139;2017;Mar;2016/17;EOH Industrial Technologies;Powertech System Integrated (Proprietary) Limited;L;2;IT Services;62010;Approved;No;No;Horizontal;Mobile workforce management software solutions ;National;None;No;;;;;;No;;No;;Yes;Yes;No;;;No;;No;Yes;effect on employment;;;
2017MAR0141;2017;Mar;2016/17;Novus Holdings Limited;ITB Manufacturing Proprietary Limited;L;2;Manufacturing;222;Approved;No;No;None;;;None;No;;;;;;No;;No;;No;;No;;;No;;No;Yes;effects on employment & small business/firm ;;;
2017MAR0144;2017;Mar;2016/17;Bollore Group;Vivendi S,A;I;1;;;Approved;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017MAR0145;2017;Mar;2016/17;Jasco Electronics Holdings Limited;Cross Fire Management (Pty) Ltd;I;3;Wholesale;84233;Prohibited;No;No;Horizontal;Market for the provision of active fire protection services;Gauteng region (including Limpopo and Mpumalanga;Coordinated effects;No;;;;;;No;;No;;No;;No;;;No;;No;Yes;effects on employment & small business/firm ;;;
2017MAR0145;2017;Mar;2016/17;Jasco Electronics Holdings Limited;Cross Fire Management (Pty) Ltd;I;3;Wholesale;84233;Prohibited;No;No;Horizontal;Market for the provision of active fire protection services;National;Coordinated effects;No;;;;;;No;;No;;No;;No;;;No;;No;Yes;effects on employment & small business/firm ;;;
2017MAR0145;2017;Mar;2016/17;Jasco Electronics Holdings Limited;Cross Fire Management (Pty) Ltd;I;3;Wholesale;84233;Prohibited;No;No;Horizontal;Market for the provision of active fire protection services;Western Cape;Coordinated effects;No;;;;;;No;;No;;No;;No;;;No;;No;Yes;effects on employment & small business/firm ;;;
2017MAR0146;2017;Mar;2016/17;Stefanutti Stock Proprietary Limited;TN Molefe Construction proprietary Limited and Axsys Projects Propreitary Limited;L;3;Construction;42;Approved with conditions;Yes;Yes;Horizontal;Civil engineering: “other” market;National;Coordinated effects;No;;;;;;No;;No;;No;;No;;;No;;No;Yes;effects on employment & small business/firm ;both;Competition (Mentor an emerging black contractor and not share competitively sensitve information);
2017MAR0146;2017;Mar;2016/17;Stefanutti Stock Proprietary Limited;TN Molefe Construction proprietary Limited and Axsys Projects Propreitary Limited;L;3;Construction;42;Approved with conditions;Yes;Yes;Horizontal;Civil engineering: road market;National;Coordinated effects;No;;;;;;No;;No;;No;;No;;;No;;No;Yes;effects on employment & small business/firm ;both;Competition (Mentor an emerging black contractor and not share competitively sensitve information);
2017MAR0146;2017;Mar;2016/17;Stefanutti Stock Proprietary Limited;TN Molefe Construction proprietary Limited and Axsys Projects Propreitary Limited;L;3;Construction;42;Approved with conditions;Yes;Yes;Horizontal;General building: non-residential” market;National;Coordinated effects;No;;;;;;No;;No;;No;;No;;;No;;No;Yes;effects on employment & small business/firm ;both;Competition (Mentor an emerging black contractor and not share competitively sensitve information);
2017MAR0146;2017;Mar;2016/17;Stefanutti Stock Proprietary Limited;TN Molefe Construction proprietary Limited and Axsys Projects Propreitary Limited;L;3;Construction;42;Approved with conditions;Yes;Yes;Horizontal;General Building: Residential” market;National;Coordinated effects;No;;;;;;No;;No;;No;;No;;;No;;No;Yes;effects on employment & small business/firm ;both;Competition (Mentor an emerging black contractor and not share competitively sensitve information);
2017MAR0147;2017;Mar;2016/17;WBHO Construction Proprietary;Fikile Construction Proprietary Limited;L;3;Construction;42;Approved with conditions;Yes;Yes;Horizontal and vertical;Civil engineering: “other” market;National;None;No;;;;;;No;;No;;No;;No;;;Yes;Yes;No;Yes;effect on employment/Ability of Small Business and Businesses owned by HDPs to become competitive;both;;effect on employment
2017MAR0147;2017;Mar;2016/17;WBHO Construction Proprietary;Fikile Construction Proprietary Limited;L;3;Construction;42;Approved with conditions;Yes;Yes;Horizontal and vertical;Civil engineering: road market;National;None;No;;;;;;No;;No;;No;;No;;;Yes;Yes;No;Yes;effect on employment/Ability of Small Business and Businesses owned by HDPs to become competitive;both;;effect on employment
2017MAR0147;2017;Mar;2016/17;WBHO Construction Proprietary;Fikile Construction Proprietary Limited;L;3;Construction;42;Approved with conditions;Yes;Yes;Horizontal and vertical;General building: non-residential market;National;None;No;;;;;;No;;No;;No;;No;;;Yes;Yes;No;Yes;effect on employment/Ability of Small Business and Businesses owned by HDPs to become competitive;both;;effect on employment
2017MAR0147;2017;Mar;2016/17;WBHO Construction Proprietary;Fikile Construction Proprietary Limited;L;3;Construction;42;Approved with conditions;Yes;Yes;Horizontal and vertical;General building: residential market;National;None;No;;;;;;No;;No;;No;;No;;;Yes;Yes;No;Yes;effect on employment/Ability of Small Business and Businesses owned by HDPs to become competitive;both;;effect on employment
2017MAR0148;2017;Mar;2016/17;Raubex Proprietary Limited;Umso Construction Proprietry Limited ;L;3;Construction;42;Approved with conditions;No;Yes;Horizontal and vertical;civil engineering: “other” market;National;None;No;;;;;;No;;No;;No;;No;;;Yes;Yes;No;Yes;effects on employment & ability of national industries to compete in international markets;both;;effect on the ability of small businesses, or firms controlled or owned by historically disadvantaged persons, to become competitive
2017MAR0148;2017;Mar;2016/17;Raubex Proprietary Limited;Umso Construction Proprietry Limited ;L;3;Construction;42;Approved with conditions;No;Yes;Horizontal and vertical;Civil engineering: road market;National;None;No;;;;;;No;;No;;No;;No;;;Yes;Yes;No;Yes;effects on employment & ability of national industries to compete in international markets;both;;effect on the ability of small businesses, or firms controlled or owned by historically disadvantaged persons, to become competitive
2017MAR0148;2017;Mar;2016/17;Raubex Proprietary Limited;Umso Construction Proprietry Limited ;L;3;Construction;42;Approved with conditions;No;Yes;Horizontal and vertical;general building: non-residential” market;National;None;No;;;;;;No;;No;;No;;No;;;Yes;Yes;No;Yes;effects on employment & ability of national industries to compete in international markets;both;;effect on the ability of small businesses, or firms controlled or owned by historically disadvantaged persons, to become competitive
2017APR0001;2017;Apr;2017/18;Entersekt Proprietary Limited;BoE Private Equity Investments Proprietary Limited and RMI Invest Two Proprietary Limited;I;2; Information Technology ;6209;Approved;No;Yes;None; market for user authentication products ;National;Coordinated effects;No;;;;;;No;;No;;No;;Yes;;No;No;;No;Yes;effect on employment;;;
2017APR0002;2017;Apr;2017/18;Business Venture investments No 1953 Proprietary Limited;Afrit Group Proprietary Limited;L;1;Manufacture of trailers and semi-trailers ;292;Approved;No;No;None;;;;No;;;;;;No;;No;;No;;No;;No;No;;No;Yes;effects on employment & small business/firm ;;;
2017APR0003;2017;Apr;2017/18;The Coca-Cola company;Coca-Cola Beverages Africa (Pty) Ltd;L;3;Bottling of non-alcoholic beverages ;110;Approved with conditions;No;No;None;;;;No;;;;;;No;;No;;No;;No;;No;No;;No;Yes;effects on employment & small business/firm ;public interest;;effect on employment
2017APR0005;2017;Apr;2017/18;Indluplace Properties Limited;Diluculo Properties Proprietary Limited;L;1;Real Estate;681;Approved;No;No;Horizontal;;;;No;;;;;;No;;No;;No;;No;;No;No;;No;Yes;effect on employment;;;
2017APR0010;2017;Apr;2017/18;Wescoal Holdings Limited;Keaton Energy Holdings Limited;I;2;Mining;51;Approved;No;No;Horizontal; market for the export sales of thermal coal;International;;No;;;;;;No;;No;;No;;No;;No;No;;No;Yes;effects on employment & small business/firm ;;;
2017APR0010;2017;Apr;2017/18;Wescoal Holdings Limited;Keaton Energy Holdings Limited;I;2;Mining;51;Approved;No;No;Horizontal;Tied domestic market of thermal coal ;National;;No;;;;;;No;;No;;No;;No;;No;No;;No;Yes;effects on employment & small business/firm ;;;
2017Apr0011;2017;Apr;2017/18;Starcin France is managed by Cinven Capital Management (VI) General Partner Limited;Chryso Group Holding SAS;I;1;Admixtures and Cement Additives;;Approved;No;No;None;None;None;None;No;;;;;;No;;No;;No;;No;;;No;;No;Yes;effects on employment & small business/firm ;;;
2017APR0013;2017;Apr;2017/18;Vandanex Proprietary Limited;the 13 immovable Properties ad retail rental enterprises as listed in the table attached to this form CC 4(1);L;1;Real estate activities with own or leased property ;681;Approved;No;No;Horizontal;Market for the provision of rental space in comveneince centres;Kimberly;;No;;;;;;No;;No;;No;;No;;No;No;;No;Yes;effect on employment;;;
2017APR0013;2017;Apr;2017/18;Vandanex Proprietary Limited;the 13 immovable Properties ad retail rental enterprises as listed in the table attached to this form CC 4(1);L;1;Real estate activities with own or leased property ;681;Approved;No;No;Horizontal;Market for the provision of rental space in comveneince centres;Nelspruit;;No;;;;;;No;;No;;No;;No;;No;No;;No;Yes;effect on employment;;;
2017APR0013;2017;Apr;2017/18;Vandanex Proprietary Limited;the 13 immovable Properties ad retail rental enterprises as listed in the table attached to this form CC 4(1);L;1;Real estate activities with own or leased property ;681;Approved;No;No;Horizontal;Market for the provision of rental space in comveneince centres;Polokwane;;No;;;;;;No;;No;;No;;No;;No;No;;No;Yes;effect on employment;;;
2017APR0013;2017;Apr;2017/18;Vandanex Proprietary Limited;the 13 immovable Properties ad retail rental enterprises as listed in the table attached to this form CC 4(1);L;1;Real estate activities with own or leased property ;681;Approved;No;No;Horizontal;Market for the provision of rental space in comveneince centres;Vrburg;;No;;;;;;No;;No;;No;;No;;No;No;;No;Yes;effect on employment;;;
2017APR0014;2017;Apr;2017/18;The Humansdrop Co-Operative Limited;Komkyk Motors;I;1;Agricultural Products ;;Approved;No;No;None;;;;No;;;;;;No;;No;;No;;No;;No;No;;No;No;;;;
2017APR0015;2017;Apr;2017/18;Kutana Construction Proprietary Limited;Aveng Grinaker LTA holdings Proprietary Limited;I;2;Civil engineering and construction ;4100;Approved;No;No;None;;;;No;;;;;;No;;No;;No;;No;;No;No;;No;Yes;effects on employment & small business/firm ;;;
2017APR0016;2017;Apr;2017/18;MIH eCommerce Holdings Proprietary Limied;Takealot Online (RF) Proprietary Limited;L;2; Retail trade not in stores ;625;Approved;No;No;Horizontal; market for the provision of courier services ;National;;No;;;;;;No;;No;;No;;No;;No;No;;No;Yes;effect on employment;;;
2017APR0016;2017;Apr;2017/18;MIH eCommerce Holdings Proprietary Limied;Takealot Online (RF) Proprietary Limited;L;2; Retail trade not in stores ;625;Approved;No;No;Horizontal; market for the retail of footwear, clothing and apparel by online and physical stores;National;;No;;;;;;No;;No;;No;;No;;No;No;;No;Yes;effect on employment;;;
2017APR0016;2017;Apr;2017/18;MIH eCommerce Holdings Proprietary Limied;Takealot Online (RF) Proprietary Limited;L;2; Retail trade not in stores ;625;Approved;No;No;Horizontal; market for the retail of footwear, clothing and apparel by online stores and physical stores with online presence;National;;No;;;;;;No;;No;;No;;No;;No;No;;No;Yes;effect on employment;;;
2017APR0016;2017;Apr;2017/18;MIH eCommerce Holdings Proprietary Limied;Takealot Online (RF) Proprietary Limited;L;2; Retail trade not in stores ;625;Approved;No;No;Horizontal;market for the retail of footwear, clothing and apparel by online stores;National;;No;;;;;;No;;No;;No;;No;;No;No;;No;Yes;effect on employment;;;
2017APR0017;2017;Apr;2017/18;Balwin Proprieties Limited;Waltiq Proprietary Limited and the Ballito Hills property;I;1;Property;681;Approved;No;No;None;;;;No;;;;;;No;;No;;No;;No;;No;No;;No;No;;;;
2017APR0018;2017;Apr;2017/18;Balwin Properties Limited;A portion of the main Riversands Property;I;1;Property;681;Approved;No;No;None;;;;No;;;;;;No;;No;;No;;No;;No;No;;No;No;;;;
2017APR0019;2017;Apr;2017/18;Tahoe Canada Bidco Inc;DH CORPORATION;I;2;Financial Technology Services ;58200;Approved;No;No;Horizontal and vertical;Market for the provition of core banking software solutions;National;;No;;;;;;No;;No;;No;;No;;No;No;;No;Yes;effect on employment;;;
2017APR0020;2017;Apr;2017/18;Coal of Africa Limited;Pan-African Resource Coal Holdings Proprietary Limited;I;2;Mining of hard coal;51;Approved;No;No;Horizontal; market for the export sales of thermal coal;International;;No;;;;;;No;;No;;No;;No;;No;No;;No;Yes;effect on employment;;;
2017APR0020;2017;Apr;2017/18;Coal of Africa Limited;Pan-African Resource Coal Holdings Proprietary Limited;I;2;Mining of hard coal;51;Approved;No;No;Horizontal; market for the residual domestic sales of thermal coal;National;;No;;;;;;No;;No;;No;;No;;No;No;;No;Yes;effect on employment;;;
2017APR0020;2017;Apr;2017/18;Coal of Africa Limited;Pan-African Resource Coal Holdings Proprietary Limited;I;2;Mining of hard coal;51;Approved;No;No;Horizontal;market for the tied domestic sales of thermal coal;National;;No;;;;;;No;;No;;No;;No;;No;No;;No;Yes;effect on employment;;;
2017APR0021;2017;Apr;2017/18;Trinitas Fund General Proprietary Limited in its capacity as ultimate general partner of the Trinitas Private Equity Partnership;AutoX Proprietary Limited;I;1;Manufacturing of Automotive Batteries ;;Approved;No;No;None;;;;No;;;;;;No;;No;;No;;No;;No;No;;No;No;;;;
2017APR0022;2017;Apr;2017/18;Coal of Africa Limited;Pan-African Resources Coal Holdings (Pty) Ltd;I;2;Property;;Approved;No;No;None;;;;No;;;;;;No;;No;;No;;No;;No;No;;No;No;;;;
2017APR0023;2017;Apr;2017/18;Mbuyelo Coal Proprietary Limited;Welgemeend Colliery Proprietary Limited;I;1;Mining of coal;;Approved;No;No;None;;;;No;;;;;;No;;No;;No;;No;;No;No;;No;No;;;;
2017APR0025;2017;Apr;2017/18;Diamond (BC) B,V,;THE DIVERSEY CARE DIVISION OF THE SEALED AIR CORPORATION AND SEALED AIR'S FOOD HYGIENE AND CLEANING BUSINESS WITHIN ITS FOOD CARE DIVISION;I;1;Food and Hygiene ;;Approved;No;No;None;;;;No;;;;;;No;;No;;No;;No;;No;No;;No;No;;;;
2017APR0026;2017;Apr;2017/18;FAIRVEST PROPERTY HOLDING LIMITED;GROWTHPOINT PROPERTIES LIMITED in respect of OK  Empangeni Centre;I;1;Property;;Approved;No;No;Horizontal;;;;No;;;;;;No;;No;;No;;No;;No;No;;No;No;;;;
2017APR0028;2017;Apr;2017/18;Imerys SA;Kern Tech 1;I;3;_Manufacture of clinkers and hydraulic cements, including aluminous cement (for manufacture of refractory mortars, concrete etc;23940;Approved with conditions;No;No;Horizontal and vertical; markets for the supply of HAC ;National;Input foreclosure/customer foreclosure;Yes;;Structural;;Capital investment costs;;No;;No;;Yes;Yes;No;;No;Yes;Yes;No;Yes;effect on employment;public interest;;effect on employment
2017APR0028;2017;Apr;2017/18;Imerys SA;Kern Tech 1;I;3;_Manufacture of clinkers and hydraulic cements, including aluminous cement (for manufacture of refractory mortars, concrete etc;23940;Approved with conditions;No;No;Horizontal and vertical; markets for the supply of LAC and MAC;National;Input foreclosure/customer foreclosure;Yes;;Structural;;Capital investment costs;;No;;No;;Yes;Yes;No;;No;Yes;Yes;No;Yes;effect on employment;public interest;;effect on employment
2017APR0028;2017;Apr;2017/18;Imerys SA;Kern Tech 1;I;3;_Manufacture of clinkers and hydraulic cements, including aluminous cement (for manufacture of refractory mortars, concrete etc;23940;Approved with conditions;No;No;Horizontal and vertical;manufacture and supply of monolithic refractories ;National;Input foreclosure/customer foreclosure;Yes;;Structural;;Capital investment costs;;No;;No;;Yes;Yes;No;;No;Yes;Yes;No;Yes;effect on employment;public interest;;effect on employment
2017APR0033;2017;Apr;2017/18;John Wood Group PLC;Amec Foser Wheeler PLC;I;2;;25922;Approved;No;No;Vertical ;Market for labour brokers;National;;No;;;;;;No;;No;;No;;No;;No;No;;No;No;;;;
2017APR0033;2017;Apr;2017/18;John Wood Group PLC;Amec Foser Wheeler PLC;I;2;;25922;Approved;No;No;Vertical ;Market for the supplyof EPC and EPCM services ;National;;No;;;;;;No;;No;;No;;No;;No;No;;No;No;;;;
2017APR0034;2017;Apr;2017/18;Saudi Basic Industries Corporation;Saudi Petrochemical Company;I;1;Chemicals ;;Approved;No;No;Horizontal;;;;No;;;;;;No;;No;;No;;No;;No;No;;No;Yes;effect on employment;;;
2017APR0037;2017;Apr;2017/18;Main Street 1494 (Pty) Ltd;Masa Chrome Company (Pty) Ltd;L;2;Mining and production of chrome and PGMs ;72;Approved;Yes;Yes;Horizontal and vertical; market for the production and supply of chrome ore;National;;No;;;;;;No;;No;;No;;No;;No;No;;No;Yes;effect on employment;;;
2017APR0037;2017;Apr;2017/18;Main Street 1494 (Pty) Ltd;Masa Chrome Company (Pty) Ltd;L;2;Mining and production of chrome and PGMs ;72;Approved;Yes;Yes;Horizontal and vertical; market for the production and supply of plalladium;International;;No;;;;;;No;;No;;No;;No;;No;No;;No;Yes;effect on employment;;;
2017APR0037;2017;Apr;2017/18;Main Street 1494 (Pty) Ltd;Masa Chrome Company (Pty) Ltd;L;2;Mining and production of chrome and PGMs ;72;Approved;Yes;Yes;Horizontal and vertical; market for the production and supply of platinum;International;;No;;;;;;No;;No;;No;;No;;No;No;;No;Yes;effect on employment;;;
2017APR0041;2017;Apr;2017/18;Providencia Education Proprietary Limited;HeronBridge Estate Proprietary Limited;I;1;Education;;Approved;No;No;None;;;;No;;;;;;No;;No;;No;;No;;No;No;;No;No;;;;
2017APR0042;2017;Apr;2017/18;Unilever SouthAfrica Proprietary Limited;Aconcague 14 Investment (RT) Proprietary Limited;L;1; Real estate activities with own or leased property ;681;Approved;No;No;None;;;;No;;;;;;No;;No;;No;;No;;No;No;;No;No;;;;
2017APR0043;2017;Apr;2017/18;Sygnia Limited;db X-trackers (Rf) Proprietary Limited;I;1;Collective Management Services ;64;Approved;No;No;Horizontal;;;;No;;;;;;No;;No;;No;;No;;No;No;;No;No;;;;
2017APR0044;2017;Apr;2017/18;New shelf Thirty One (RF) Proprietary Limited;Chubb Fire and Security SA Proprietary Limited;I;2; Private security activities ;801;Approved with conditions;No;No;None;;;;No;;;;;;No;;No;;No;;No;;No;No;;No;Yes;effect on employment;public interest;;effect on employment
2017APR0045;2017;Apr;2017/18;Actis ImpAct Limited;Impact Holdings (Mauritius S,A) Limited;L;1; Real estate activities ;681;Approved;No;Yes;None;;;;No;;;;;;No;;No;;No;;No;;No;No;;No;No;;;;
2017APR0046;2017;Apr;2017/18;SOIHL Hong Kong Holding Limited;Chevron South Africa Proprietary Limited;L;3;Petrol, fuel oils, lubricating oils and greases ;33210;Approved with conditions;No;No;Horizontal;Market for retail service stations;National;Coordinated effects;No;;;;;;No;;No;;No;;No;;No;No;;No;Yes;effect on employment;public interest;;effect on employment, BEE and SMEs
2017APR0046;2017;Apr;2017/18;SOIHL Hong Kong Holding Limited;Chevron South Africa Proprietary Limited;L;3;Petrol, fuel oils, lubricating oils and greases ;33210;Approved with conditions;No;No;Horizontal;Market for the wholesale petrol and diesel volumes supplied to retail stations;National;Coordinated effects;No;;;;;;No;;No;;No;;No;;No;No;;No;Yes;effect on employment;public interest;;effect on employment, BEE and SMEs
2017APR0047;2017;Apr;2017/18;Auric Auto Proprietary Limited;Auto Atlantic Dealership;I;1;Motor Dealership ;;Approved;No;No;None;;;;No;;;;;;No;;No;;No;;No;;No;No;;No;No;;;;
2017APR0049;2017;Apr;2017/18;Twinsaver Holdings Proprietary Limited;Sylko Proprietary Limited;I;3; Other specialized wholesale ;466;Approved with conditions;No;No;Horizontal; market for the manufacture and supply of aluminium foil;National;;Yes;;Strategic advantages;;;Others;No;;No;;Yes;Yes;No;;No;No;;No;Yes;effect on employment;public interest;;effect on employment
2017APR0049;2017;Apr;2017/18;Twinsaver Holdings Proprietary Limited;Sylko Proprietary Limited;I;3; Other specialized wholesale ;466;Approved with conditions;No;No;Horizontal; market for the manufacture and supply of disposable paper plates;National;;Yes;;Strategic advantages;;;Others;No;;No;;Yes;Yes;No;;No;No;;No;Yes;effect on employment;public interest;;effect on employment
2017APR0049;2017;Apr;2017/18;Twinsaver Holdings Proprietary Limited;Sylko Proprietary Limited;I;3; Other specialized wholesale ;466;Approved with conditions;No;No;Horizontal;market for the manufacture and supply of disposable polystyrene cups;National;;Yes;;Strategic advantages;;;Others;No;;No;;Yes;Yes;No;;No;No;;No;Yes;effect on employment;public interest;;effect on employment
2017APR0049;2017;Apr;2017/18;Twinsaver Holdings Proprietary Limited;Sylko Proprietary Limited;I;3; Other specialized wholesale ;466;Approved with conditions;No;No;Horizontal;market for the manufacture and supply of wax wrap;National;;Yes;;Strategic advantages;;;Others;No;;No;;Yes;Yes;No;;No;No;;No;Yes;effect on employment;public interest;;effect on employment
2017APR0050;2017;Apr;2017/18;HPF Properties (Pty) Ltd;certain sectional title units, exclusive use areas and common property in the Sandton Eye;I;2;Provision of short-term accommodation provided by hotels ;55101;Approved;No;No;Horizontal;Market for the provision of 4 and 5 star hotel leasing property; Sandton area;;No;;;;;;No;;No;;No;;No;;No;No;;No;No;;;;
